Mstar,class_star,qir,log(S8/S45),log(S58/S36),log(S45/S36)
0.9106399248367659,0.026294039466921926,0.5577787840740822,0.5367385514207085,0.48908750182327093,0.42552491117230895
0.8858087901861,0.000991538662108118,0.6505182740810743,0.8371597569954143,0.3538521431067041,0.2319219087439032
0.8839297093352381,0.0009860038375454523,0.6604633542655334,0.823992546295405,0.4453690582473219,0.21008371794987382
0.9288023971618173,0.7939388840646463,0.6102164876714786,0.7431942906634219,0.6736756910995422,0.5225715468169785
0.8963778790097184,0.00023487782780476482,0.5920813542976662,0.5065451034185119,0.4768790327919734,0.1469061015886035
0.896051855518244,0.0008403876349604073,0.6335762332357981,0.539500052677035,0.48896392584397275,0.15506834847314846
0.8942735455647468,0.00938011876928446,0.6098420694692888,0.5114524332403334,0.5302828866573137,0.520152633199675
0.9344870613131634,0.00022159424885436678,0.40554592290458824,0.5209256742442763,0.5372779458209833,0.43859133251805904
0.9046944418922402,0.02870812867480903,0.7365206117753078,0.8135094338663751,0.46748310882079724,0.22256686936618714
0.919537402304097,0.9861199682280942,0.5466753346541934,0.7659356986874587,0.7794845735201174,0.6043624341485743
0.8956784104280096,2.18373987290634e-05,0.5992254441647722,0.5793870148666265,0.5059091448109785,0.2935842620466108
0.9097033482612574,0.00010797939555891715,0.6234151291280472,0.480487139170224,0.4974795147388967,0.40002473880289613
0.883348794750429,0.0015590091295421664,0.5903817234100279,0.5791220853051311,0.4551498833875698,0.31411015469909565
0.9178124416492046,0.730868149308635,0.5092007799745912,0.42682910705961863,0.5098383043710176,0.4966081416125285
0.9399286897708647,0.028702895749767966,0.3632922194303103,0.5133274244546355,0.46234068716678467,0.12609712327805947
0.9305392132163995,0.016565025483841783,0.601791790039101,0.6551014383111232,0.6871135958550441,0.7033708212327743
0.8821691824812758,0.00029616343068955564,0.5881465832072916,0.5118308170970974,0.6349182192655616,0.5468407662406537
0.9035859620212271,0.00020810940355623546,0.6331769103827998,0.5404239694624086,0.48951968144279306,0.16614261718501877
0.9482274695538516,7.124828709758935e-05,0.4840305905802911,0.48072988778033643,0.45582274153509555,0.3274280085775382
0.9440721519625133,0.02833457833341602,0.576852427768877,0.48317692656725914,0.40703092034411037,0.15581597853138254
0.9025841807474236,0.0002793576906538248,0.6016308043966873,0.527174589442778,0.5132848628325091,0.16160252797629512
0.9171366838668757,0.0010043190751891828,0.5801749536505403,0.4715948492932418,0.44441055881515434,0.06618757671166192
0.9221040963369779,0.02815897344501871,0.633606593369177,0.4982992696717058,0.33697234835610923,0.1380836097332753
0.8874626184428525,1.62019409925309e-05,0.5912199926627268,0.33391964199505353,0.6051206146464614,0.4987971604819162
0.9078183397105505,0.0011632188567246256,0.5461823635253763,0.46586392929731313,0.4296198277642542,0.24765765571880774
0.8254772539337698,0.02851068638768266,0.6041937243814316,0.8018618619500688,0.3771324696399123,0.18501438222886832
0.8938645342754424,0.0005685774323465814,0.6093781333777957,0.4726434366950162,0.4964919335449344,0.23358648403207094
0.9128805953781725,0.10778446910113743,0.6286787679834906,0.5076546994563107,0.5431740783547371,0.4133872623877162
0.8921217905210151,0.00048807089325326016,0.5947611503270374,0.5814290381505933,0.6917979961543679,0.623206654054449
0.9185830426290534,0.001236479807299548,0.6271272512633987,0.45412639547068584,0.4103917027609574,0.107648737056388
0.9436394298738289,0.0002576209250986281,0.650494453089485,0.5102474512933299,0.44280046587502725,0.2221045319506829
0.9004324257036921,0.00025268989957916214,0.607417132558215,0.48628861181602234,0.4000069272212381,0.13064108262007265
0.868435294710417,0.024407871889139274,0.6532461910401566,0.4255555981223734,0.683071795873487,0.4239914677990607
0.8709693863941506,0.0004955177481193924,0.42105314689756024,0.3200003340588554,0.5346125628136621,0.4374330435181511
0.9068224861365919,0.7703931365760226,0.6458370257175623,0.5803857524972021,0.7723651768265837,0.7336647745223137
0.8811496181079375,0.028711650835894366,0.6565096766091847,0.8742319200440797,0.5050385047429244,0.39604660536921227
0.916360155187182,0.027236469140183118,0.6994403600499377,0.5034879000758272,0.4597860493736481,0.15955296845616998
0.9231592269093862,0.06345062498735796,0.6688920748423892,0.503601624886969,0.6083907965586541,0.5923006400247253
0.8876285940385122,3.421527911466154e-05,0.6337952870038546,0.4603975187158197,0.6957351624969466,0.5363123068935334
0.8837992999386483,0.00015135229349544398,0.6248699212660007,0.4578274862050715,0.6095260392427834,0.5849391076305981
0.902963553537503,0.00033822809736581597,0.6565086659131775,0.4338480952606,0.519962165109405,0.17706939971981603
0.9250857293590082,0.028707222976244232,0.4488293213669783,0.48629539746623707,0.4283164271945905,0.19019685907234238
0.9149197241248492,0.04014146609049478,0.48024217512190515,0.7051912211990321,0.28538896755404586,0.1278265720436588
0.9027679394426184,0.5653752847541446,0.5396464451914443,0.6080316644050623,0.6815070941074717,0.47081438752980476
0.9217247235468984,0.02881027134628368,0.561601847031927,0.4516839982726066,0.42364876604689605,0.3106910415624643
0.91127418872018,0.0002234056459839665,0.6092907086570537,0.5426506051906641,0.39312804806580204,0.2137715314244189
0.9084822420931893,0.041462276497494586,0.5178950106813474,0.476920100624989,0.5533263954151445,0.4972401079152061
0.8458223053417467,0.0008520610831289389,0.5887826553524735,0.5037244809961279,0.6243436141837553,0.5844835850921264
0.9177828031499796,0.00023286516432743178,0.6387414332371641,0.47207297888826816,0.45998167428557546,0.16294837871679888
0.9097744806593974,0.028787930781685286,0.4202364293882818,0.4357056127884831,0.36406018840933174,0.23633706564336313
0.8896558673854991,0.0006696131389086996,0.6134210106075579,0.49957916334109576,0.5055829943017869,0.1308178032074893
0.9093121200714881,0.00047559237969379544,0.6094570374703797,0.46953140881749855,0.4816630925932932,0.18591243521290785
0.9349375665013826,0.02879769219955035,0.4223459041585803,0.3793496274779317,0.40292217666319835,0.08248459383045187
0.9319974273782673,0.0009819785105907861,0.5925574276234495,0.5844440524595005,0.4252235402825334,0.17644499116445012
0.8872017996496729,0.0002516835678404956,0.6325034524327998,0.48636322151412303,0.5067370714119874,0.16500285159438038
0.9299049493329855,0.02871809135902183,0.42188034453512036,0.3984870422109873,0.38323859479012284,0.2037248345177635
0.8813689430022021,0.028705210312766898,0.6081824220079668,0.8737564075609459,0.4833142568139815,0.2895366093613523
0.8954294470345199,0.00011693574803304914,0.5182312977754456,0.6413179904647578,0.47788682427439244,0.3419358533577925
0.8404790767014721,0.012155782970874445,0.6175298669461461,0.4834402646300706,0.6555815048470185,0.5354368813563506
0.862709136660156,0.028171552591752046,0.6161009928089536,0.7511947770831442,0.5677964062328277,0.3880101693271301
0.9142321109428302,0.028706518544027164,0.7660113404374131,0.606547546351421,0.41526528830672915,0.2555131702049846
0.8711786341986787,0.02866606400813277,0.6410723302906218,0.859488199643833,0.48256999619582264,0.31257172786565823
0.8795432114499451,0.0033990867136938904,0.5746321919480444,0.4105265691602342,0.4462995554851327,0.17315426747524754
0.8920447304230302,0.0031494158093307275,0.6501907176083509,0.4444069511436354,0.6145229136212075,0.5230741450066018
0.9322404630719119,0.028034590842119532,0.1947926375406775,0.48238123820970813,0.4441050716607817,0.057655767984857775
0.9297863953360858,0.028708229307982898,0.27293703898378857,0.37500565267011254,0.2642065326975006,0.2383596574995172
0.8925545126096995,0.027990916044661408,0.6283566285045153,0.683844443359912,0.491520660018196,0.3240616444318748
0.9003909318047771,0.0013913542618803247,0.6538706548671855,0.5785415741649539,0.4884336872041009,0.4111450250273402
0.8999641374159378,0.023335625421590102,0.625241313788139,0.5735247129973687,0.48097459611668725,0.1195141586531327
0.916312733588422,8.664516269918702e-05,0.6089876521887017,0.39552137326528375,0.5575721766136256,0.4630790697792501
0.867507609684676,0.838483856577198,0.6941679442014657,0.6488592180746179,0.5672065775113296,0.3774966259116072
0.9086126514897791,0.0009895259986307848,0.46559707600680944,0.8082589233712871,0.6972510077323804,0.4127617849422262
0.896656480902433,0.028701587518507696,0.6081815936543784,0.6637930347158902,0.46759457647822955,0.3089938953292989
0.888405122718206,0.028707524875765833,0.630782842152071,0.8437390487689889,0.5228952854363655,0.447405223191495
0.8783280329817219,0.028198622915522175,0.4744816716796228,0.4688605776040444,0.4551030571232592,0.11493607227020758
0.9265024496219609,0.01429011195541226,0.6331449730875502,0.38513861132663096,0.571633930095295,0.5078836362968956
